customer_id,purchase_date,product,price_usd,rating,age_group,gender,region,purchase_channel,review,year,month,month_name,revenue,rating_label,sentiment,sentiment_score
CUST1147,2024-12-18,Beats Flex,49.99,2,35-44,Non-Binary,Latin America,Online,Returned after a week. The bass is too overpowering for my taste.,2024,12,December,49.99,Negative,Neutral,0.0
CUST1148,2023-11-08,Beats Fit Pro,199.99,1,45-54,Male,North America,In-Store,Disappointed with the build quality. Feels cheap for the price.,2023,11,November,199.99,Negative,Negative,-0.4767
CUST1149,2024-01-15,Beats Studio Buds+,169.99,3,55+,Female,Middle East,In-Store,Good for everyday use. Not the best for professional audio work.,2024,1,January,169.99,Neutral,Negative,-0.12
CUST1150,2024-09-22,Beats Solo 4,199.99,5,45-54,Female,North America,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2024,9,September,199.99,Positive,Neutral,0.0
CUST1151,2024-01-07,Beats Fit Pro,199.99,4,18-24,Non-Binary,Asia Pacific,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2024,1,January,199.99,Positive,Positive,0.4215
CUST1152,2023-05-06,Beats Studio Pro,349.99,4,45-54,Male,Europe,Online,Battery life is outstanding. Wore them all day with no issues.,2023,5,May,349.99,Positive,Positive,0.4215
CUST1153,2023-05-09,Beats Studio Pro,349.99,5,55+,Male,North America,In-Store,Battery life is outstanding. Wore them all day with no issues.,2023,5,May,349.99,Positive,Positive,0.4215
CUST1154,2023-12-03,Beats Studio Buds+,169.99,3,25-34,Non-Binary,North America,Apple Store,Sound is good but I expected a bit more bass at this price point.,2023,12,December,169.99,Neutral,Positive,0.2382
CUST1155,2023-06-28,Beats Fit Pro,199.99,5,18-24,Non-Binary,North America,In-Store,The fit is perfect and they're super comfortable for long sessions.,2023,6,June,199.99,Positive,Positive,0.9246
CUST1156,2024-08-25,Beats Studio Pro,349.99,4,35-44,Male,Europe,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2024,8,August,349.99,Positive,Positive,0.4215
CUST1157,2024-06-22,Beats Studio Pro,349.99,2,18-24,Non-Binary,North America,Third-Party Retailer,Returned after a week. The bass is too overpowering for my taste.,2024,6,June,349.99,Negative,Neutral,0.0
CUST1158,2024-04-07,Beats Solo 4,199.99,5,55+,Male,Middle East,Online,Best purchase I've made this year. Bass is deep and clear.,2024,4,April,199.99,Positive,Positive,0.7783
CUST1159,2024-04-14,Beats Flex,49.99,5,18-24,Male,Latin America,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2024,4,April,49.99,Positive,Positive,0.9246
CUST1160,2024-12-30,Beats Solo 4,199.99,5,45-54,Male,North America,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2024,12,December,199.99,Positive,Neutral,0.0
CUST1161,2023-10-09,Beats Studio Buds+,169.99,3,55+,Non-Binary,Middle East,Apple Store,Sound is good but I expected a bit more bass at this price point.,2023,10,October,169.99,Neutral,Positive,0.2382
CUST1162,2024-04-09,Beats Solo 4,199.99,5,55+,Non-Binary,Latin America,Online,The fit is perfect and they're super comfortable for long sessions.,2024,4,April,199.99,Positive,Positive,0.9246
CUST1163,2024-10-28,Beats Flex,49.99,2,55+,Non-Binary,Europe,Third-Party Retailer,Battery drains faster than advertised. Expected better performance.,2024,10,October,49.99,Negative,Positive,0.4404
CUST1164,2023-12-14,Beats Solo 4,199.99,5,45-54,Female,Latin America,Online,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,12,December,199.99,Positive,Neutral,0.0
CUST1165,2024-01-19,Powerbeats Pro,249.99,4,25-34,Non-Binary,Latin America,Online,The fit is perfect and they're super comfortable for long sessions.,2024,1,January,249.99,Positive,Positive,0.9246
CUST1166,2024-03-18,Beats Studio Pro,349.99,5,18-24,Non-Binary,Asia Pacific,In-Store,Best purchase I've made this year. Bass is deep and clear.,2024,3,March,349.99,Positive,Positive,0.7783
CUST1167,2024-07-29,Beats Studio Buds+,169.99,2,35-44,Non-Binary,North America,Third-Party Retailer,Customer support was unhelpful when I had a problem with my order.,2024,7,July,169.99,Negative,Neutral,0.0
CUST1168,2023-02-22,Powerbeats Pro,249.99,5,35-44,Non-Binary,Asia Pacific,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,2,February,249.99,Positive,Neutral,0.0
CUST1169,2023-06-08,Beats Studio Pro,349.99,4,45-54,Male,North America,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2023,6,June,349.99,Positive,Positive,0.4215
CUST1170,2024-08-10,Beats Studio Buds+,169.99,4,25-34,Female,Middle East,Online,The fit is perfect and they're super comfortable for long sessions.,2024,8,August,169.99,Positive,Positive,0.9246
CUST1171,2023-01-30,Beats Studio Buds+,169.99,5,25-34,Female,Asia Pacific,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2023,1,January,169.99,Positive,Positive,0.9246
CUST1172,2024-08-02,Powerbeats Pro,249.99,1,45-54,Male,Europe,Online,Noise cancellation is underwhelming compared to competitors.,2024,8,August,249.99,Negative,Neutral,0.0
CUST1173,2024-01-21,Beats Studio Pro,349.99,5,45-54,Female,Asia Pacific,In-Store,Battery life is outstanding. Wore them all day with no issues.,2024,1,January,349.99,Positive,Positive,0.4215
CUST1174,2024-08-04,Powerbeats Pro,249.99,4,55+,Male,North America,In-Store,Incredible sound stage. Music feels alive with these on.,2024,8,August,249.99,Positive,Positive,0.3818
CUST1175,2024-11-21,Beats Fit Pro,199.99,5,18-24,Female,Latin America,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2024,11,November,199.99,Positive,Positive,0.6989
CUST1176,2023-10-07,Beats Solo 4,199.99,4,25-34,Non-Binary,North America,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,10,October,199.99,Positive,Neutral,0.0
CUST1177,2024-11-25,Beats Solo 4,199.99,2,55+,Female,Middle East,Apple Store,Battery drains faster than advertised. Expected better performance.,2024,11,November,199.99,Negative,Positive,0.4404
CUST1178,2023-02-26,Beats Studio Pro,349.99,3,18-24,Male,Asia Pacific,In-Store,Average noise cancellation. Works fine in mild environments.,2023,2,February,349.99,Neutral,Positive,0.2023
CUST1179,2023-12-02,Beats Fit Pro,199.99,5,18-24,Male,Latin America,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2023,12,December,199.99,Positive,Positive,0.9246
CUST1180,2024-12-21,Beats Fit Pro,199.99,2,25-34,Non-Binary,Middle East,Apple Store,Customer support was unhelpful when I had a problem with my order.,2024,12,December,199.99,Negative,Neutral,0.0
CUST1181,2024-03-22,Beats Studio Pro,349.99,4,18-24,Female,North America,Apple Store,Absolutely love these headphones! The sound quality is incredible.,2024,3,March,349.99,Positive,Positive,0.6989
CUST1182,2024-12-27,Beats Studio Buds+,169.99,4,45-54,Female,North America,Third-Party Retailer,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,12,December,169.99,Positive,Neutral,0.0
CUST1183,2024-09-24,Beats Studio Pro,349.99,5,45-54,Non-Binary,Asia Pacific,Online,Premium feel and amazing noise cancellation. Worth every penny.,2024,9,September,349.99,Positive,Positive,0.6908
CUST1184,2024-03-22,Beats Solo 4,199.99,5,55+,Female,Middle East,Online,Battery life is outstanding. Wore them all day with no issues.,2024,3,March,199.99,Positive,Positive,0.4215
CUST1185,2023-08-15,Beats Solo 4,199.99,5,35-44,Male,North America,Online,Incredible sound stage. Music feels alive with these on.,2023,8,August,199.99,Positive,Positive,0.3818
CUST1186,2023-12-26,Beats Studio Buds+,169.99,4,25-34,Male,North America,In-Store,Incredible sound stage. Music feels alive with these on.,2023,12,December,169.99,Positive,Positive,0.3818
CUST1187,2023-06-06,Powerbeats Pro,249.99,3,18-24,Male,Latin America,Third-Party Retailer,Average noise cancellation. Works fine in mild environments.,2023,6,June,249.99,Neutral,Positive,0.2023
CUST1188,2024-11-28,Beats Studio Buds+,169.99,5,55+,Non-Binary,Middle East,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2024,11,November,169.99,Positive,Neutral,0.0
CUST1189,2023-03-11,Beats Flex,49.99,4,45-54,Female,Asia Pacific,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,49.99,Positive,Neutral,0.0
CUST1190,2023-03-17,Beats Studio Buds+,169.99,2,35-44,Female,Latin America,Online,Customer support was unhelpful when I had a problem with my order.,2023,3,March,169.99,Negative,Neutral,0.0
CUST1191,2023-03-20,Beats Studio Pro,349.99,4,18-24,Non-Binary,Middle East,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2023,3,March,349.99,Positive,Positive,0.9246
CUST1192,2024-04-05,Beats Solo 4,199.99,4,55+,Non-Binary,Europe,Apple Store,Absolutely love these headphones! The sound quality is incredible.,2024,4,April,199.99,Positive,Positive,0.6989
CUST1193,2023-03-05,Beats Studio Buds+,169.99,4,45-54,Male,Asia Pacific,Online,Premium feel and amazing noise cancellation. Worth every penny.,2023,3,March,169.99,Positive,Positive,0.6908
CUST1194,2023-09-11,Beats Studio Buds+,169.99,5,45-54,Female,Middle East,In-Store,Absolutely love these headphones! The sound quality is incredible.,2023,9,September,169.99,Positive,Positive,0.6989
CUST1195,2024-02-01,Powerbeats Pro,249.99,4,45-54,Female,Middle East,Online,The fit is perfect and they're super comfortable for long sessions.,2024,2,February,249.99,Positive,Positive,0.9246
CUST1196,2023-12-04,Beats Flex,49.99,5,18-24,Non-Binary,Latin America,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2023,12,December,49.99,Positive,Positive,0.7783
CUST1197,2023-12-08,Powerbeats Pro,249.99,5,18-24,Non-Binary,Europe,Apple Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,12,December,249.99,Positive,Positive,0.6908
CUST1198,2023-05-13,Powerbeats Pro,249.99,5,55+,Non-Binary,North America,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,5,May,249.99,Positive,Neutral,0.0
CUST1199,2023-05-11,Beats Studio Buds+,169.99,4,55+,Male,Latin America,Apple Store,Incredible sound stage. Music feels alive with these on.,2023,5,May,169.99,Positive,Positive,0.3818
CUST1200,2023-08-08,Beats Studio Pro,349.99,4,35-44,Female,Europe,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,8,August,349.99,Positive,Positive,0.6908
CUST1201,2023-04-14,Beats Fit Pro,199.99,3,55+,Non-Binary,Middle East,Online,Build quality feels okay. The case could be better designed.,2023,4,April,199.99,Neutral,Positive,0.5859
CUST1202,2024-09-03,Beats Flex,49.99,4,45-54,Male,Europe,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2024,9,September,49.99,Positive,Positive,0.6908
CUST1203,2024-03-24,Beats Flex,49.99,5,18-24,Female,Asia Pacific,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2024,3,March,49.99,Positive,Positive,0.6908
CUST1204,2023-08-28,Beats Solo 4,199.99,4,55+,Male,Asia Pacific,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2023,8,August,199.99,Positive,Neutral,0.0
CUST1205,2024-04-17,Beats Fit Pro,199.99,4,35-44,Female,Middle East,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2024,4,April,199.99,Positive,Neutral,0.0
CUST1206,2023-09-14,Beats Fit Pro,199.99,5,18-24,Non-Binary,Latin America,Apple Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,9,September,199.99,Positive,Positive,0.6908
CUST1207,2023-10-19,Beats Studio Buds+,169.99,5,18-24,Male,Asia Pacific,Third-Party Retailer,Best purchase I've made this year. Bass is deep and clear.,2023,10,October,169.99,Positive,Positive,0.7783
CUST1208,2023-04-04,Beats Studio Buds+,169.99,3,25-34,Female,Asia Pacific,Online,Good for everyday use. Not the best for professional audio work.,2023,4,April,169.99,Neutral,Negative,-0.12
CUST1209,2024-01-18,Beats Solo 4,199.99,2,25-34,Female,North America,Apple Store,Customer support was unhelpful when I had a problem with my order.,2024,1,January,199.99,Negative,Neutral,0.0
CUST1210,2024-10-27,Beats Fit Pro,199.99,1,35-44,Male,Europe,Online,Disappointed with the build quality. Feels cheap for the price.,2024,10,October,199.99,Negative,Negative,-0.4767
CUST1211,2024-12-13,Powerbeats Pro,249.99,5,25-34,Non-Binary,Latin America,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2024,12,December,249.99,Positive,Neutral,0.0
CUST1212,2023-01-20,Beats Studio Buds+,169.99,1,35-44,Male,Europe,Third-Party Retailer,Disappointed with the build quality. Feels cheap for the price.,2023,1,January,169.99,Negative,Negative,-0.4767
CUST1213,2023-11-05,Beats Studio Pro,349.99,5,18-24,Male,Europe,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2023,11,November,349.99,Positive,Positive,0.4215
CUST1214,2023-03-06,Beats Flex,49.99,5,18-24,Female,Middle East,Online,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,49.99,Positive,Neutral,0.0
CUST1215,2023-05-28,Beats Flex,49.99,4,35-44,Female,North America,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2023,5,May,49.99,Positive,Positive,0.4215
CUST1216,2024-11-11,Beats Fit Pro,199.99,4,18-24,Non-Binary,Asia Pacific,Online,Premium feel and amazing noise cancellation. Worth every penny.,2024,11,November,199.99,Positive,Positive,0.6908
CUST1217,2024-02-04,Beats Studio Buds+,169.99,4,45-54,Male,Latin America,Apple Store,Absolutely love these headphones! The sound quality is incredible.,2024,2,February,169.99,Positive,Positive,0.6989
CUST1218,2023-03-11,Powerbeats Pro,249.99,5,35-44,Male,North America,Apple Store,Incredible sound stage. Music feels alive with these on.,2023,3,March,249.99,Positive,Positive,0.3818
CUST1219,2023-12-13,Beats Fit Pro,199.99,1,25-34,Non-Binary,Latin America,Third-Party Retailer,Customer support was unhelpful when I had a problem with my order.,2023,12,December,199.99,Negative,Neutral,0.0
CUST1220,2023-03-06,Beats Flex,49.99,3,45-54,Male,Asia Pacific,In-Store,Sound is good but I expected a bit more bass at this price point.,2023,3,March,49.99,Neutral,Positive,0.2382
CUST1221,2023-11-20,Beats Studio Pro,349.99,5,35-44,Non-Binary,Latin America,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2023,11,November,349.99,Positive,Positive,0.6989
CUST1222,2023-07-15,Powerbeats Pro,249.99,1,35-44,Female,North America,Apple Store,Battery drains faster than advertised. Expected better performance.,2023,7,July,249.99,Negative,Positive,0.4404
CUST1223,2024-03-23,Powerbeats Pro,249.99,2,45-54,Non-Binary,Latin America,Third-Party Retailer,Had connectivity issues from day one. Very frustrating experience.,2024,3,March,249.99,Negative,Negative,-0.4927
CUST1224,2024-12-09,Powerbeats Pro,249.99,5,45-54,Female,Middle East,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2024,12,December,249.99,Positive,Neutral,0.0
CUST1225,2024-03-16,Beats Studio Pro,349.99,5,55+,Male,Middle East,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2024,3,March,349.99,Positive,Positive,0.7783
CUST1226,2024-11-07,Powerbeats Pro,249.99,2,35-44,Female,Latin America,Third-Party Retailer,Had connectivity issues from day one. Very frustrating experience.,2024,11,November,249.99,Negative,Negative,-0.4927
CUST1227,2024-04-02,Beats Fit Pro,199.99,5,18-24,Non-Binary,Asia Pacific,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,4,April,199.99,Positive,Positive,0.3818
CUST1228,2023-03-18,Powerbeats Pro,249.99,5,45-54,Female,Middle East,In-Store,Absolutely love these headphones! The sound quality is incredible.,2023,3,March,249.99,Positive,Positive,0.6989
CUST1229,2024-11-25,Beats Studio Pro,349.99,3,45-54,Male,Europe,Online,Average noise cancellation. Works fine in mild environments.,2024,11,November,349.99,Neutral,Positive,0.2023
CUST1230,2024-01-06,Beats Fit Pro,199.99,5,45-54,Non-Binary,North America,In-Store,Incredible sound stage. Music feels alive with these on.,2024,1,January,199.99,Positive,Positive,0.3818
CUST1231,2024-01-16,Beats Flex,49.99,4,45-54,Male,Middle East,In-Store,Incredible sound stage. Music feels alive with these on.,2024,1,January,49.99,Positive,Positive,0.3818
CUST1232,2024-10-27,Beats Studio Buds+,169.99,4,35-44,Male,North America,Online,Incredible sound stage. Music feels alive with these on.,2024,10,October,169.99,Positive,Positive,0.3818
CUST1233,2024-02-01,Beats Flex,49.99,3,55+,Male,Asia Pacific,Apple Store,Average noise cancellation. Works fine in mild environments.,2024,2,February,49.99,Neutral,Positive,0.2023
CUST1234,2024-12-11,Beats Flex,49.99,4,45-54,Male,North America,In-Store,The fit is perfect and they're super comfortable for long sessions.,2024,12,December,49.99,Positive,Positive,0.9246
CUST1235,2023-03-31,Beats Studio Pro,349.99,4,35-44,Non-Binary,Asia Pacific,Online,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,349.99,Positive,Neutral,0.0
CUST1236,2023-06-11,Beats Studio Buds+,169.99,4,25-34,Female,Middle East,In-Store,The fit is perfect and they're super comfortable for long sessions.,2023,6,June,169.99,Positive,Positive,0.9246
CUST1237,2023-08-31,Beats Studio Pro,349.99,5,45-54,Male,Asia Pacific,Apple Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,8,August,349.99,Positive,Positive,0.6908
CUST1238,2024-09-18,Beats Solo 4,199.99,5,18-24,Male,Asia Pacific,Third-Party Retailer,Premium feel and amazing noise cancellation. Worth every penny.,2024,9,September,199.99,Positive,Positive,0.6908
CUST1239,2024-02-24,Beats Flex,49.99,5,55+,Male,Europe,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2024,2,February,49.99,Positive,Neutral,0.0
CUST1240,2024-11-27,Beats Flex,49.99,2,55+,Female,Europe,In-Store,Returned after a week. The bass is too overpowering for my taste.,2024,11,November,49.99,Negative,Neutral,0.0
CUST1241,2023-05-08,Beats Fit Pro,199.99,4,55+,Male,Asia Pacific,In-Store,Absolutely love these headphones! The sound quality is incredible.,2023,5,May,199.99,Positive,Positive,0.6989
CUST1242,2023-12-21,Beats Fit Pro,199.99,4,55+,Female,North America,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2023,12,December,199.99,Positive,Positive,0.4215
CUST1243,2023-05-09,Beats Fit Pro,199.99,5,35-44,Non-Binary,Middle East,Online,The fit is perfect and they're super comfortable for long sessions.,2023,5,May,199.99,Positive,Positive,0.9246
CUST1244,2023-06-25,Beats Studio Buds+,169.99,5,55+,Non-Binary,Middle East,Apple Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,6,June,169.99,Positive,Positive,0.6908
CUST1245,2023-03-25,Beats Studio Buds+,169.99,1,18-24,Non-Binary,Middle East,Apple Store,Disappointed with the build quality. Feels cheap for the price.,2023,3,March,169.99,Negative,Negative,-0.4767
CUST1246,2024-03-02,Beats Flex,49.99,3,55+,Non-Binary,North America,Third-Party Retailer,Average noise cancellation. Works fine in mild environments.,2024,3,March,49.99,Neutral,Positive,0.2023
CUST1247,2024-05-09,Beats Flex,49.99,4,25-34,Non-Binary,Latin America,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2024,5,May,49.99,Positive,Positive,0.9246
CUST1248,2023-06-11,Beats Solo 4,199.99,2,45-54,Female,Latin America,Third-Party Retailer,Disappointed with the build quality. Feels cheap for the price.,2023,6,June,199.99,Negative,Negative,-0.4767
CUST1249,2023-11-17,Beats Fit Pro,199.99,4,35-44,Non-Binary,Asia Pacific,Third-Party Retailer,Premium feel and amazing noise cancellation. Worth every penny.,2023,11,November,199.99,Positive,Positive,0.6908
CUST1250,2023-11-23,Beats Fit Pro,199.99,5,25-34,Female,North America,Apple Store,Best purchase I've made this year. Bass is deep and clear.,2023,11,November,199.99,Positive,Positive,0.7783
CUST1251,2023-02-21,Beats Solo 4,199.99,3,35-44,Female,Middle East,Third-Party Retailer,Decent headphones for the price. Nothing groundbreaking but solid.,2023,2,February,199.99,Neutral,Negative,-0.1695
CUST1252,2023-12-02,Beats Fit Pro,199.99,5,55+,Non-Binary,Asia Pacific,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,12,December,199.99,Positive,Positive,0.6908
CUST1253,2024-05-25,Beats Fit Pro,199.99,4,35-44,Female,North America,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,5,May,199.99,Positive,Neutral,0.0
CUST1254,2023-08-09,Beats Solo 4,199.99,4,55+,Female,North America,Online,Battery life is outstanding. Wore them all day with no issues.,2023,8,August,199.99,Positive,Positive,0.4215
CUST1255,2023-10-20,Powerbeats Pro,249.99,4,55+,Male,North America,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2023,10,October,249.99,Positive,Neutral,0.0
CUST1256,2024-02-17,Beats Fit Pro,199.99,5,35-44,Male,Latin America,Online,Incredible sound stage. Music feels alive with these on.,2024,2,February,199.99,Positive,Positive,0.3818
CUST1257,2024-07-20,Beats Studio Buds+,169.99,4,35-44,Male,Latin America,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,7,July,169.99,Positive,Positive,0.3818
CUST1258,2024-11-27,Beats Studio Buds+,169.99,3,55+,Male,Europe,Online,Average noise cancellation. Works fine in mild environments.,2024,11,November,169.99,Neutral,Positive,0.2023
CUST1259,2024-07-25,Beats Solo 4,199.99,4,35-44,Male,Europe,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,7,July,199.99,Positive,Positive,0.3818
CUST1260,2023-05-21,Beats Studio Buds+,169.99,1,35-44,Female,Middle East,Third-Party Retailer,Disappointed with the build quality. Feels cheap for the price.,2023,5,May,169.99,Negative,Negative,-0.4767
CUST1261,2023-12-02,Beats Fit Pro,199.99,4,55+,Female,Europe,Third-Party Retailer,Premium feel and amazing noise cancellation. Worth every penny.,2023,12,December,199.99,Positive,Positive,0.6908
CUST1262,2024-08-30,Beats Studio Buds+,169.99,5,35-44,Non-Binary,Middle East,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2024,8,August,169.99,Positive,Positive,0.9246
CUST1263,2023-01-18,Beats Flex,49.99,4,35-44,Female,North America,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2023,1,January,49.99,Positive,Neutral,0.0
CUST1264,2024-09-03,Beats Studio Buds+,169.99,4,45-54,Female,Middle East,In-Store,Absolutely love these headphones! The sound quality is incredible.,2024,9,September,169.99,Positive,Positive,0.6989
CUST1265,2023-06-24,Beats Flex,49.99,2,55+,Non-Binary,Middle East,Third-Party Retailer,Returned after a week. The bass is too overpowering for my taste.,2023,6,June,49.99,Negative,Neutral,0.0
CUST1266,2023-02-02,Beats Fit Pro,199.99,5,55+,Non-Binary,North America,In-Store,Battery life is outstanding. Wore them all day with no issues.,2023,2,February,199.99,Positive,Positive,0.4215
CUST1267,2023-06-05,Beats Studio Pro,349.99,4,45-54,Non-Binary,Europe,Third-Party Retailer,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,6,June,349.99,Positive,Neutral,0.0
CUST1268,2023-03-05,Beats Studio Buds+,169.99,5,25-34,Non-Binary,Europe,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,169.99,Positive,Neutral,0.0
CUST1269,2023-11-18,Beats Flex,49.99,4,25-34,Female,Middle East,Apple Store,Fast charging is a game changer. 10 mins gave me 3 hours of playback.,2023,11,November,49.99,Positive,Neutral,0.0
CUST1270,2024-09-16,Beats Studio Buds+,169.99,4,45-54,Male,Europe,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2024,9,September,169.99,Positive,Positive,0.9246
CUST1271,2023-10-23,Beats Studio Buds+,169.99,4,25-34,Non-Binary,Latin America,Apple Store,The fit is perfect and they're super comfortable for long sessions.,2023,10,October,169.99,Positive,Positive,0.9246
CUST1272,2023-10-22,Beats Solo 4,199.99,4,18-24,Non-Binary,Middle East,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2023,10,October,199.99,Positive,Positive,0.9246
CUST1273,2023-10-25,Beats Solo 4,199.99,5,18-24,Female,North America,Apple Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,10,October,199.99,Positive,Positive,0.6908
CUST1274,2023-08-08,Beats Solo 4,199.99,5,25-34,Non-Binary,Asia Pacific,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,8,August,199.99,Positive,Neutral,0.0
CUST1275,2024-08-23,Beats Fit Pro,199.99,2,25-34,Male,North America,In-Store,Battery drains faster than advertised. Expected better performance.,2024,8,August,199.99,Negative,Positive,0.4404
CUST1276,2024-02-28,Beats Flex,49.99,3,35-44,Non-Binary,Latin America,Online,Decent headphones for the price. Nothing groundbreaking but solid.,2024,2,February,49.99,Neutral,Negative,-0.1695
CUST1277,2024-07-17,Beats Flex,49.99,5,25-34,Female,Latin America,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2024,7,July,49.99,Positive,Positive,0.6989
CUST1278,2023-11-25,Beats Flex,49.99,3,35-44,Non-Binary,North America,Online,Build quality feels okay. The case could be better designed.,2023,11,November,49.99,Neutral,Positive,0.5859
CUST1279,2023-06-29,Beats Flex,49.99,4,45-54,Male,North America,Third-Party Retailer,Absolutely love these headphones! The sound quality is incredible.,2023,6,June,49.99,Positive,Positive,0.6989
CUST1280,2023-10-24,Beats Solo 4,199.99,3,18-24,Male,Asia Pacific,Online,Comfortable enough but the ear cushions get warm after an hour.,2023,10,October,199.99,Neutral,Positive,0.5423
CUST1281,2023-05-18,Powerbeats Pro,249.99,4,55+,Female,Asia Pacific,In-Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,5,May,249.99,Positive,Neutral,0.0
CUST1282,2024-10-25,Beats Studio Pro,349.99,4,35-44,Non-Binary,Europe,Online,Seamless connection with my iPhone. Switching devices is effortless.,2024,10,October,349.99,Positive,Neutral,0.0
CUST1283,2024-08-04,Beats Flex,49.99,4,25-34,Male,Middle East,Third-Party Retailer,The fit is perfect and they're super comfortable for long sessions.,2024,8,August,49.99,Positive,Positive,0.9246
CUST1284,2024-02-15,Beats Solo 4,199.99,4,18-24,Male,Europe,Third-Party Retailer,Best purchase I've made this year. Bass is deep and clear.,2024,2,February,199.99,Positive,Positive,0.7783
CUST1285,2023-09-25,Powerbeats Pro,249.99,5,45-54,Male,Latin America,Apple Store,Absolutely love these headphones! The sound quality is incredible.,2023,9,September,249.99,Positive,Positive,0.6989
CUST1286,2023-09-25,Powerbeats Pro,249.99,4,35-44,Non-Binary,Europe,Online,Absolutely love these headphones! The sound quality is incredible.,2023,9,September,249.99,Positive,Positive,0.6989
CUST1287,2023-06-13,Beats Flex,49.99,2,45-54,Non-Binary,Middle East,Apple Store,Had connectivity issues from day one. Very frustrating experience.,2023,6,June,49.99,Negative,Negative,-0.4927
CUST1288,2024-01-12,Beats Flex,49.99,2,55+,Male,Europe,In-Store,Had connectivity issues from day one. Very frustrating experience.,2024,1,January,49.99,Negative,Negative,-0.4927
CUST1289,2024-09-12,Beats Solo 4,199.99,3,35-44,Female,Middle East,Third-Party Retailer,Comfortable enough but the ear cushions get warm after an hour.,2024,9,September,199.99,Neutral,Positive,0.5423
CUST1290,2023-09-11,Beats Studio Buds+,169.99,5,55+,Male,Middle East,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2023,9,September,169.99,Positive,Positive,0.4215
CUST1291,2024-07-31,Beats Studio Buds+,169.99,5,18-24,Male,Middle East,In-Store,Best purchase I've made this year. Bass is deep and clear.,2024,7,July,169.99,Positive,Positive,0.7783
CUST1292,2023-12-02,Beats Studio Buds+,169.99,4,55+,Female,North America,In-Store,Premium feel and amazing noise cancellation. Worth every penny.,2023,12,December,169.99,Positive,Positive,0.6908
CUST1293,2024-06-06,Beats Flex,49.99,4,45-54,Male,Latin America,In-Store,Best purchase I've made this year. Bass is deep and clear.,2024,6,June,49.99,Positive,Positive,0.7783
